Genome,,,Bv-BRC Strains,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
Pseudomonas,aeruginosa,strain,PSAE1656,,,PATRIC.287.12745.287.12745.con.0007.CDS.335292.336317.rev,PATRIC,CDS,335292,336317,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,PSAE1742,,,PATRIC.287.12740.287.12740.con.0004.CDS.261677.262696.rev,PATRIC,CDS,261677,262696,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,PSAE1745,,,PATRIC.287.12743.287.12743.con.0036.CDS.3398.4417.fwd,PATRIC,CDS,3398,4417,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,PSAE1837,,,PATRIC.287.12736.287.12736.con.0008.CDS.43151.44176.fwd,PATRIC,CDS,43151,44176,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,PSAE1872,,,PATRIC.287.12732.287.12732.con.0004.CDS.46540.47559.fwd,PATRIC,CDS,46540,47559,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,PSAE1903,,,PATRIC.287.12738.287.12738.con.0005.CDS.435352.436377.rev,PATRIC,CDS,435352,436377,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,PSAE1912,,,PATRIC.287.12756.287.12756.con.0007.CDS.42342.43367.fwd,PATRIC,CDS,42342,43367,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,PSAE1934,,,PATRIC.287.12741.287.12741.con.0002.CDS.43148.44173.fwd,PATRIC,CDS,43148,44173,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,PSAE1970,,,PATRIC.287.12758.287.12758.con.0002.CDS.629023.629904.rev,PATRIC,CDS,629023,629904,882,-,,PLF_286_00001745,PGF_00780840,,293,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,PSAE1975,,,PATRIC.287.12757.287.12757.con.0007.CDS.40437.41477.fwd,PATRIC,CDS,40437,41477,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,PSAE1984,,,PATRIC.287.12739.287.12739.con.0001.CDS.653946.654983.rev,PATRIC,CDS,653946,654983,1038,-,,PLF_286_00001745,PGF_00780840,,345,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,PSAE2125,,,PATRIC.287.12742.287.12742.con.0007.CDS.40437.41477.fwd,PATRIC,CDS,40437,41477,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,PSAE2126,,,PATRIC.287.12744.287.12744.con.0005.CDS.40347.41387.fwd,PATRIC,CDS,40347,41387,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,PSAE2127,,,PATRIC.287.12734.287.12734.con.0001.CDS.38770.39795.fwd,PATRIC,CDS,38770,39795,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,PSAE2139,,,PATRIC.287.12759.287.12759.con.0034.CDS.38770.39795.fwd,PATRIC,CDS,38770,39795,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,PSAE2325,,,PATRIC.287.12760.287.12760.con.0005.CDS.40347.41387.fwd,PATRIC,CDS,40347,41387,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,Vb20477,,,PATRIC.287.12553.287.12553.con.0001.CDS.32008.33033.fwd,PATRIC,CDS,32008,33033,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,Vb3320,,,PATRIC.287.12554.287.12554.con.0001.CDS.793048.794073.rev,PATRIC,CDS,793048,794073,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG02420619,,,PATRIC.287.12563.287.12563.con.0002.CDS.833540.834424.rev,PATRIC,CDS,833540,834424,885,-,,PLF_286_00001745,PGF_00780840,,294,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG02488718,,,PATRIC.287.12545.287.12545.con.0001.CDS.845367.846383.rev,PATRIC,CDS,845367,846383,1017,-,,PLF_286_00001745,PGF_00780840,,338,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG02512057,,,PATRIC.287.12544.287.12544.con.0001.CDS.42111.43127.fwd,PATRIC,CDS,42111,43127,1017,+,,PLF_286_00001745,PGF_00780840,,338,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG205565,,,PATRIC.287.12529.287.12529.con.0004.CDS.46469.47488.fwd,PATRIC,CDS,46469,47488,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG205694,,,PATRIC.287.12530.287.12530.con.0001.CDS.440870.441889.rev,PATRIC,CDS,440870,441889,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG205710,,,PATRIC.287.12524.287.12524.con.0001.CDS.783536.784555.rev,PATRIC,CDS,783536,784555,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG205864,,,PATRIC.287.12523.287.12523.con.0004.CDS.50487.51506.fwd,PATRIC,CDS,50487,51506,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG301975,,,PATRIC.287.12522.287.12522.con.0001.CDS.770936.771961.rev,PATRIC,CDS,770936,771961,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG302359,,,PATRIC.287.12525.287.12525.con.0013.CDS.46467.47486.fwd,PATRIC,CDS,46467,47486,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG302367,,,PATRIC.287.12527.287.12527.con.0003.CDS.45174.46058.fwd,PATRIC,CDS,45174,46058,885,+,,PLF_286_00001745,PGF_00780840,,294,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG302368,,,PATRIC.287.12528.287.12528.con.0005.CDS.45174.46058.fwd,PATRIC,CDS,45174,46058,885,+,,PLF_286_00001745,PGF_00780840,,294,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG302370,,,PATRIC.287.12526.287.12526.con.0003.CDS.46540.47559.fwd,PATRIC,CDS,46540,47559,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG302383,,,PATRIC.287.12543.287.12543.con.0004.CDS.434365.435390.rev,PATRIC,CDS,434365,435390,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG302431,,,PATRIC.287.12534.287.12534.con.0007.CDS.362411.363451.rev,PATRIC,CDS,362411,363451,1041,-,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG302432,,,PATRIC.287.12535.287.12535.con.0003.CDS.40346.41386.fwd,PATRIC,CDS,40346,41386,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG302442,,,PATRIC.287.12533.287.12533.con.0001.CDS.426905.427921.rev,PATRIC,CDS,426905,427921,1017,-,,PLF_286_00001745,PGF_00780840,,338,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG302451,,,PATRIC.287.12532.287.12532.con.0002.CDS.43148.44173.fwd,PATRIC,CDS,43148,44173,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG314696,,,PATRIC.287.12540.287.12540.con.0004.CDS.424174.425193.rev,PATRIC,CDS,424174,425193,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG314738,,,PATRIC.287.12539.287.12539.con.0001.CDS.483028.484044.rev,PATRIC,CDS,483028,484044,1017,-,,PLF_286_00001745,PGF_00780840,,338,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG314777,,,PATRIC.287.12538.287.12538.con.0002.CDS.752813.753697.rev,PATRIC,CDS,752813,753697,885,-,,PLF_286_00001745,PGF_00780840,,294,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG316694,,,PATRIC.287.12536.287.12536.con.0001.CDS.772767.773807.rev,PATRIC,CDS,772767,773807,1041,-,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG316704,,,PATRIC.287.12537.287.12537.con.0003.CDS.555190.556215.rev,PATRIC,CDS,555190,556215,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG316716,,,PATRIC.287.12541.287.12541.con.0001.CDS.45243.46127.fwd,PATRIC,CDS,45243,46127,885,+,,PLF_286_00001745,PGF_00780840,,294,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG316722,,,PATRIC.287.12565.287.12565.con.0004.CDS.444553.445572.rev,PATRIC,CDS,444553,445572,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG322541,,,PATRIC.287.12561.287.12561.con.0003.CDS.50488.51507.fwd,PATRIC,CDS,50488,51507,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG5003493,,,PATRIC.287.12564.287.12564.con.0003.CDS.45173.46057.fwd,PATRIC,CDS,45173,46057,885,+,,PLF_286_00001745,PGF_00780840,,294,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG5021922,,,PATRIC.287.12552.287.12552.con.0001.CDS.378012.379037.rev,PATRIC,CDS,378012,379037,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG5048010,,,PATRIC.287.12551.287.12551.con.0002.CDS.410460.411485.rev,PATRIC,CDS,410460,411485,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG5051896,,,PATRIC.287.12546.287.12546.con.0022.CDS.11785.12825.rev,PATRIC,CDS,11785,12825,1041,-,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG5089456,,,PATRIC.287.12548.287.12548.con.0003.CDS.404676.405695.rev,PATRIC,CDS,404676,405695,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG8006959,,,PATRIC.287.12550.287.12550.con.0003.CDS.410460.411485.rev,PATRIC,CDS,410460,411485,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG8038581181,,,PATRIC.287.12531.287.12531.con.0002.CDS.45243.46127.fwd,PATRIC,CDS,45243,46127,885,+,,PLF_286_00001745,PGF_00780840,,294,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG8510487,,,PATRIC.287.12547.287.12547.con.0003.CDS.402424.403443.rev,PATRIC,CDS,402424,403443,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas,aeruginosa,strain,ZG8525123,,,PATRIC.287.12549.287.12549.con.0003.CDS.50488.51507.fwd,PATRIC,CDS,50488,51507,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380|UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
